iter	Passed	Remaining
692	1907	844
693	1908	841
694	1909	837
695	1910	834
696	1911	831
697	1912	827
698	1913	824
699	1914	820
700	1915	817
701	1916	813
702	1917	810
703	1918	806
704	1919	803
705	1920	799
706	1922	796
707	1923	793
708	1924	789
709	1925	786
710	1926	783
711	1927	779
712	1928	776
713	1929	772
714	1930	769
715	1931	766
716	1932	762
717	1933	759
718	1934	755
719	1935	752
720	1937	749
721	1938	746
722	1940	743
723	1941	740
724	1942	736
725	1943	733
726	1944	730
727	1945	726
728	1946	723
729	1948	720
730	1949	717
731	1951	714
732	1953	711
733	1954	708
734	1955	705
735	1956	701
736	1958	698
737	1959	695
738	1960	692
739	1961	689
740	1962	685
741	1963	682
742	1965	679
743	1966	676
744	1968	673
745	1969	670
746	1972	667
747	1973	664
748	1974	661
749	1976	658
750	1977	655
751	1978	652
752	1981	649
753	1983	646
754	1984	643
755	1985	640
756	1986	637
757	1987	634
758	1988	631
759	1989	628
760	1990	625
761	1994	622
762	1995	619
763	1996	616
764	1997	613
765	1998	610
766	1999	607
767	2000	604
768	2001	601
769	2004	598
770	2027	602
771	2028	599
772	2029	596
773	2030	592
774	2031	589
775	2033	586
776	2034	583
777	2035	580
778	2036	577
779	2038	574
780	2039	572
781	2041	569
782	2042	565
783	2043	562
784	2043	559
785	2044	556
786	2045	553
787	2046	550
788	2047	547
789	2048	544
790	2049	541
791	2050	538
792	2051	535
793	2053	532
794	2054	529
795	2055	526
796	2056	523
797	2057	520
798	2058	517
799	2059	514
800	2060	511
801	2061	508
802	2061	505
803	2062	502
804	2063	499
805	2064	496
806	2065	494
807	2067	491
808	2068	488
809	2069	485
810	2070	482
811	2071	479
812	2072	476
813	2072	473
814	2073	470
815	2075	467
816	2075	465
817	2076	462
818	2077	459
819	2078	456
820	2079	453
821	2080	450
822	2082	447
823	2083	444
824	2084	442
825	2085	439
826	2086	436
827	2087	433
828	2088	430
829	2089	427
830	2089	425
831	2090	422
832	2091	419
833	2092	416
834	2094	413
835	2094	410
836	2096	408
837	2097	405
838	2098	402
839	2099	399
840	2100	397
841	2101	394
842	2102	391
843	2103	388
844	2104	386
845	2105	383
846	2106	380
847	2107	377
848	2108	374
849	2109	372
850	2110	369
851	2111	366
852	2112	364
853	2113	361
854	2114	358
855	2115	355
856	2116	353
857	2117	350
858	2117	347
859	2118	344
860	2119	342
861	2120	339
862	2121	336
863	2122	334
864	2123	331
865	2125	328
866	2126	326
867	2128	323
868	2129	320
869	2130	318
870	2131	315
871	2132	312
872	2133	310
873	2134	307
874	2135	305
875	2136	302
876	2137	299
877	2138	297
878	2139	294
879	2141	291
880	2142	289
881	2142	286
882	2143	284
883	2144	281
884	2145	278
885	2146	276
886	2147	273
887	2148	270
888	2149	268
889	2150	265
890	2151	263
891	2152	260
892	2153	257
893	2155	255
894	2156	253
895	2157	250
896	2158	247
897	2159	245
898	2160	242
899	2161	240
900	2162	237
901	2163	235
902	2165	232
903	2166	230
904	2167	227
905	2169	225
906	2170	222
907	2171	220
908	2172	217
909	2173	214
910	2174	212
911	2176	209
912	2177	207
913	2178	204
914	2178	202
915	2179	199
916	2181	197
917	2182	194
918	2185	192
919	2186	190
920	2187	187
921	2189	185
922	2190	182
923	2193	180
924	2194	177
925	2195	175
926	2196	172
927	2196	170
928	2197	167
929	2199	165
930	2201	163
931	2202	160
932	2203	158
933	2205	155
934	2206	153
935	2207	150
936	2208	148
937	2209	146
938	2210	143
939	2211	141
940	2215	138
941	2216	136
942	2218	134
943	2219	131
944	2220	129
945	2221	126
946	2222	124
947	2223	121
948	2225	119
949	2226	117
950	2228	114
951	2229	112
952	2231	110
953	2233	107
954	2236	105
955	2239	103
956	2241	100
957	2246	98
958	2248	96
959	2250	93
960	2255	91
961	2288	90
962	2294	88
963	2296	85
964	2298	83
965	2304	81
966	2305	78
967	2314	76
968	2316	74
969	2317	71
970	2319	69
971	2321	66
972	2322	64
973	2327	62
974	2329	59
975	2332	57
976	2334	54
977	2336	52
978	2340	50
979	2343	47
980	2344	45
981	2345	42
982	2346	40
983	2348	38
984	2350	35
985	2351	33
986	2352	30
987	2354	28
988	2355	26
989	2357	23
990	2358	21
991	2359	19
992	2360	16
993	2361	14
994	2362	11
995	2363	9
996	2364	7
997	2365	4
998	2366	2
999	2367	0
